Acquired on 3/17/2019 at 11:55:21
Device Descriptor:  [none]
Number of Scan Averages:  1
Time Domain Window Resolution Bandwidth (pm):  1.538331
Filter Resolution Bandwidth (pm):  9.680021
Convolved Resolution Bandwidth (pm):  9.801493

X Axis - Wavelength (nm)	X Axis - Frequency (GHz)	Insertion Loss (dB)
   1.52541392E+003	1.96531876E+005	-3.15235270E+001
   1.52541515E+003	1.96531716E+005	-3.14531466E+001
   1.52541639E+003	1.96531556E+005	-3.14489227E+001
   1.52541763E+003	1.96531397E+005	-3.15142830E+001
   1.52541887E+003	1.96531237E+005	-3.15675605E+001
   1.52542011E+003	1.96531077E+005	-3.15600467E+001
   1.52542135E+003	1.96530918E+005	-3.15382904E+001
   1.52542259E+003	1.96530758E+005	-3.15554747E+001
   1.52542383E+003	1.96530598E+005	-3.15825998E+001
   1.52542507E+003	1.96530438E+005	-3.15631700E+001
   1.52542631E+003	1.96530279E+005	-3.15166148E+001
   1.52542755E+003	1.96530119E+005	-3.15112254E+001
   1.52542879E+003	1.96529959E+005	-3.15531792E+001
   1.52543003E+003	1.96529800E+005	-3.15798724E+001
   1.52543127E+003	1.96529640E+005	-3.15658774E+001
   1.52543251E+003	1.96529480E+005	-3.15625511E+001
   1.52543375E+003	1.96529321E+005	-3.16078594E+001
   1.52543499E+003	1.96529161E+005	-3.16612215E+001
   1.52543623E+003	1.96529001E+005	-3.16678539E+001
   1.52543747E+003	1.96528841E+005	-3.16485441E+001
   1.52543871E+003	1.96528682E+005	-3.16681806E+001
   1.52543995E+003	1.96528522E+005	-3.17302757E+001
   1.52544119E+003	1.96528362E+005	-3.17651350E+001
   1.52544242E+003	1.96528203E+005	-3.17368367E+001
   1.52544366E+003	1.96528043E+005	-3.16987635E+001
   1.52544490E+003	1.96527883E+005	-3.17038113E+001
   1.52544614E+003	1.96527724E+005	-3.17200675E+001
   1.52544738E+003	1.96527564E+005	-3.16872563E+001
   1.52544862E+003	1.96527404E+005	-3.16186565E+001
   1.52544986E+003	1.96527244E+005	-3.15788313E+001
   1.52545110E+003	1.96527085E+005	-3.15782804E+001
   1.52545234E+003	1.96526925E+005	-3.15632204E+001
   1.52545358E+003	1.96526765E+005	-3.15161357E+001
   1.52545482E+003	1.96526606E+005	-3.14981698E+001
   1.52545606E+003	1.96526446E+005	-3.15574273E+001
   1.52545730E+003	1.96526286E+005	-3.16452714E+001
   1.52545854E+003	1.96526127E+005	-3.16739367E+001
   1.52545978E+003	1.96525967E+005	-3.16408445E+001
   1.52546102E+003	1.96525807E+005	-3.16244998E+001
   1.52546226E+003	1.96525647E+005	-3.16542837E+001
   1.52546350E+003	1.96525488E+005	-3.16683043E+001
   1.52546474E+003	1.96525328E+005	-3.16227432E+001
   1.52546598E+003	1.96525168E+005	-3.15644674E+001
   1.52546722E+003	1.96525009E+005	-3.15506530E+001
   1.52546846E+003	1.96524849E+005	-3.15621110E+001
   1.52546970E+003	1.96524689E+005	-3.15497616E+001
   1.52547094E+003	1.96524530E+005	-3.15308527E+001
   1.52547217E+003	1.96524370E+005	-3.15693612E+001
   1.52547341E+003	1.96524210E+005	-3.16678665E+001
   1.52547465E+003	1.96524051E+005	-3.17507028E+001
   1.52547589E+003	1.96523891E+005	-3.17741477E+001
   1.52547713E+003	1.96523731E+005	-3.17859361E+001
   1.52547837E+003	1.96523571E+005	-3.18316846E+001
   1.52547961E+003	1.96523412E+005	-3.18699940E+001
   1.52548085E+003	1.96523252E+005	-3.18448781E+001
   1.52548209E+003	1.96523092E+005	-3.17923527E+001
   1.52548333E+003	1.96522933E+005	-3.17894552E+001
   1.52548457E+003	1.96522773E+005	-3.18311435E+001
   1.52548581E+003	1.96522613E+005	-3.18398566E+001
   1.52548705E+003	1.96522454E+005	-3.17873098E+001
   1.52548829E+003	1.96522294E+005	-3.17316924E+001
   1.52548953E+003	1.96522134E+005	-3.17186850E+001
   1.52549077E+003	1.96521974E+005	-3.17130870E+001
   1.52549201E+003	1.96521815E+005	-3.16693364E+001
   1.52549325E+003	1.96521655E+005	-3.16264861E+001
   1.52549449E+003	1.96521495E+005	-3.16609722E+001
   1.52549573E+003	1.96521336E+005	-3.17589153E+001
   1.52549697E+003	1.96521176E+005	-3.18109072E+001
   1.52549821E+003	1.96521016E+005	-3.17594659E+001
   1.52549945E+003	1.96520857E+005	-3.16780103E+001
   1.52550069E+003	1.96520697E+005	-3.16505853E+001
   1.52550193E+003	1.96520537E+005	-3.16557315E+001
   1.52550317E+003	1.96520377E+005	-3.16290335E+001
   1.52550441E+003	1.96520218E+005	-3.15820504E+001
   1.52550565E+003	1.96520058E+005	-3.15832284E+001
   1.52550688E+003	1.96519898E+005	-3.16420257E+001
   1.52550812E+003	1.96519739E+005	-3.16848673E+001
   1.52550936E+003	1.96519579E+005	-3.16639247E+001
   1.52551060E+003	1.96519419E+005	-3.16293603E+001
   1.52551184E+003	1.96519260E+005	-3.16476889E+001
   1.52551308E+003	1.96519100E+005	-3.17030574E+001
   1.52551432E+003	1.96518940E+005	-3.17339901E+001
   1.52551556E+003	1.96518780E+005	-3.17335190E+001
   1.52551680E+003	1.96518621E+005	-3.17451898E+001
   1.52551804E+003	1.96518461E+005	-3.17716903E+001
   1.52551928E+003	1.96518301E+005	-3.17590533E+001
   1.52552052E+003	1.96518142E+005	-3.16890681E+001
   1.52552176E+003	1.96517982E+005	-3.16287462E+001
   1.52552300E+003	1.96517822E+005	-3.16432807E+001
   1.52552424E+003	1.96517663E+005	-3.17021874E+001
   1.52552548E+003	1.96517503E+005	-3.17279696E+001
   1.52552672E+003	1.96517343E+005	-3.17163300E+001
   1.52552796E+003	1.96517184E+005	-3.17346047E+001
   1.52552920E+003	1.96517024E+005	-3.18045052E+001
   1.52553044E+003	1.96516864E+005	-3.18604241E+001
   1.52553168E+003	1.96516704E+005	-3.18476824E+001
   1.52553292E+003	1.96516545E+005	-3.18064130E+001
   1.52553416E+003	1.96516385E+005	-3.18042213E+001
   1.52553540E+003	1.96516225E+005	-3.18300702E+001
   1.52553664E+003	1.96516066E+005	-3.18190682E+001
   1.52553788E+003	1.96515906E+005	-3.17624753E+001
   1.52553912E+003	1.96515746E+005	-3.17245536E+001
   1.52554036E+003	1.96515587E+005	-3.17410546E+001
   1.52554160E+003	1.96515427E+005	-3.17621248E+001
   1.52554284E+003	1.96515267E+005	-3.17338195E+001
   1.52554408E+003	1.96515107E+005	-3.16898616E+001
   1.52554532E+003	1.96514948E+005	-3.16937937E+001
   1.52554656E+003	1.96514788E+005	-3.17317507E+001
   1.52554780E+003	1.96514628E+005	-3.17426863E+001
   1.52554903E+003	1.96514469E+005	-3.17300893E+001
   1.52555027E+003	1.96514309E+005	-3.17575326E+001
   1.52555151E+003	1.96514149E+005	-3.18343352E+001
   1.52555275E+003	1.96513990E+005	-3.18850638E+001
   1.52555399E+003	1.96513830E+005	-3.18595231E+001
   1.52555523E+003	1.96513670E+005	-3.18059815E+001
