Acquired on 3/17/2019 at 11:52:17
Device Descriptor:  [none]
Number of Scan Averages:  1
Time Domain Window Resolution Bandwidth (pm):  1.538331
Filter Resolution Bandwidth (pm):  9.680021
Convolved Resolution Bandwidth (pm):  9.801493

X Axis - Wavelength (nm)	X Axis - Frequency (GHz)	Insertion Loss (dB)
   1.52535566E+003	1.96539381E+005	-3.16693483E+001
   1.52535690E+003	1.96539222E+005	-3.17130639E+001
   1.52535814E+003	1.96539062E+005	-3.18156843E+001
   1.52535938E+003	1.96538902E+005	-3.18931798E+001
   1.52536062E+003	1.96538743E+005	-3.18815848E+001
   1.52536186E+003	1.96538583E+005	-3.18121728E+001
   1.52536310E+003	1.96538423E+005	-3.17541921E+001
   1.52536434E+003	1.96538264E+005	-3.17239730E+001
   1.52536558E+003	1.96538104E+005	-3.17000438E+001
   1.52536682E+003	1.96537944E+005	-3.16919094E+001
   1.52536805E+003	1.96537785E+005	-3.17262925E+001
   1.52536929E+003	1.96537625E+005	-3.17732398E+001
   1.52537053E+003	1.96537465E+005	-3.17607624E+001
   1.52537177E+003	1.96537305E+005	-3.16877214E+001
   1.52537301E+003	1.96537146E+005	-3.16491408E+001
   1.52537425E+003	1.96536986E+005	-3.17122295E+001
   1.52537549E+003	1.96536826E+005	-3.18260928E+001
   1.52537673E+003	1.96536667E+005	-3.18909960E+001
   1.52537797E+003	1.96536507E+005	-3.18902771E+001
   1.52537921E+003	1.96536347E+005	-3.18936335E+001
   1.52538045E+003	1.96536188E+005	-3.19330119E+001
   1.52538169E+003	1.96536028E+005	-3.19522364E+001
   1.52538293E+003	1.96535868E+005	-3.19057541E+001
   1.52538417E+003	1.96535708E+005	-3.18442716E+001
   1.52538541E+003	1.96535549E+005	-3.18451960E+001
   1.52538665E+003	1.96535389E+005	-3.18998904E+001
   1.52538789E+003	1.96535229E+005	-3.19327214E+001
   1.52538913E+003	1.96535070E+005	-3.19162988E+001
   1.52539036E+003	1.96534910E+005	-3.18983305E+001
   1.52539160E+003	1.96534750E+005	-3.19059459E+001
   1.52539284E+003	1.96534591E+005	-3.18955735E+001
   1.52539408E+003	1.96534431E+005	-3.18340737E+001
   1.52539532E+003	1.96534271E+005	-3.17719901E+001
   1.52539656E+003	1.96534111E+005	-3.17712101E+001
   1.52539780E+003	1.96533952E+005	-3.18009445E+001
   1.52539904E+003	1.96533792E+005	-3.17792769E+001
   1.52540028E+003	1.96533632E+005	-3.17050753E+001
   1.52540152E+003	1.96533473E+005	-3.16665661E+001
   1.52540276E+003	1.96533313E+005	-3.17099225E+001
   1.52540400E+003	1.96533153E+005	-3.17756360E+001
