Acquired on 3/17/2019 at 11:41:38
Device Descriptor:  [none]
Number of Scan Averages:  1
Time Domain Window Resolution Bandwidth (pm):  1.538331
Filter Resolution Bandwidth (pm):  9.680021
Convolved Resolution Bandwidth (pm):  9.801493

X Axis - Wavelength (nm)	X Axis - Frequency (GHz)	Insertion Loss (dB)
   1.52540524E+003	1.96532994E+005	-5.01489282E+001
   1.52540648E+003	1.96532834E+005	-4.97841850E+001
   1.52540772E+003	1.96532674E+005	-4.95992802E+001
   1.52540896E+003	1.96532514E+005	-4.96745776E+001
   1.52541020E+003	1.96532355E+005	-4.98830352E+001
   1.52541144E+003	1.96532195E+005	-4.99866318E+001
   1.52541268E+003	1.96532035E+005	-4.98778729E+001
   1.52541392E+003	1.96531876E+005	-4.96703036E+001
   1.52541515E+003	1.96531716E+005	-4.95148801E+001
   1.52541639E+003	1.96531556E+005	-4.94662414E+001
   1.52541763E+003	1.96531397E+005	-4.95495249E+001
   1.52541887E+003	1.96531237E+005	-4.98063056E+001
   1.52542011E+003	1.96531077E+005	-5.02087422E+001
   1.52542135E+003	1.96530918E+005	-5.06204574E+001
   1.52542259E+003	1.96530758E+005	-5.09049619E+001
   1.52542383E+003	1.96530598E+005	-5.10206841E+001
   1.52542507E+003	1.96530438E+005	-5.09846392E+001
   1.52542631E+003	1.96530279E+005	-5.08254583E+001
   1.52542755E+003	1.96530119E+005	-5.06040837E+001
   1.52542879E+003	1.96529959E+005	-5.04164376E+001
   1.52543003E+003	1.96529800E+005	-5.03472440E+001
   1.52543127E+003	1.96529640E+005	-5.04245132E+001
   1.52543251E+003	1.96529480E+005	-5.05916587E+001
   1.52543375E+003	1.96529321E+005	-5.07294706E+001
   1.52543499E+003	1.96529161E+005	-5.07520359E+001
   1.52543623E+003	1.96529001E+005	-5.06769971E+001
   1.52543747E+003	1.96528841E+005	-5.05926297E+001
   1.52543871E+003	1.96528682E+005	-5.05952142E+001
   1.52543995E+003	1.96528522E+005	-5.07181222E+001
   1.52544119E+003	1.96528362E+005	-5.08204401E+001
   1.52544242E+003	1.96528203E+005	-5.06062446E+001
   1.52544366E+003	1.96528043E+005	-4.99593031E+001
   1.52544490E+003	1.96527883E+005	-4.91661392E+001
   1.52544614E+003	1.96527724E+005	-4.86012238E+001
   1.52544738E+003	1.96527564E+005	-4.83816658E+001
   1.52544862E+003	1.96527404E+005	-4.83977433E+001
   1.52544986E+003	1.96527244E+005	-4.85282226E+001
   1.52545110E+003	1.96527085E+005	-4.87232799E+001
   1.52545234E+003	1.96526925E+005	-4.89095958E+001
   1.52545358E+003	1.96526765E+005	-4.89654029E+001
   1.52545482E+003	1.96526606E+005	-4.88598502E+001
   1.52545606E+003	1.96526446E+005	-4.87113853E+001
   1.52545730E+003	1.96526286E+005	-4.86578945E+001
   1.52545854E+003	1.96526127E+005	-4.87557873E+001
   1.52545978E+003	1.96525967E+005	-4.89805168E+001
   1.52546102E+003	1.96525807E+005	-4.92556258E+001
   1.52546226E+003	1.96525647E+005	-4.95191509E+001
   1.52546350E+003	1.96525488E+005	-4.97801220E+001
   1.52546474E+003	1.96525328E+005	-5.00581789E+001
   1.52546598E+003	1.96525168E+005	-5.02814564E+001
   1.52546722E+003	1.96525009E+005	-5.03177771E+001
   1.52546846E+003	1.96524849E+005	-5.01263034E+001
   1.52546970E+003	1.96524689E+005	-4.98139439E+001
   1.52547094E+003	1.96524530E+005	-4.95260564E+001
   1.52547217E+003	1.96524370E+005	-4.93514538E+001
   1.52547341E+003	1.96524210E+005	-4.93141098E+001
   1.52547465E+003	1.96524051E+005	-4.93497224E+001
   1.52547589E+003	1.96523891E+005	-4.92995723E+001
   1.52547713E+003	1.96523731E+005	-4.90619918E+001
   1.52547837E+003	1.96523571E+005	-4.87454930E+001
   1.52547961E+003	1.96523412E+005	-4.85682555E+001
   1.52548085E+003	1.96523252E+005	-4.86559350E+001
   1.52548209E+003	1.96523092E+005	-4.89674148E+001
   1.52548333E+003	1.96522933E+005	-4.93325689E+001
   1.52548457E+003	1.96522773E+005	-4.95261532E+001
   1.52548581E+003	1.96522613E+005	-4.93986590E+001
   1.52548705E+003	1.96522454E+005	-4.90388803E+001
   1.52548829E+003	1.96522294E+005	-4.87313894E+001
   1.52548953E+003	1.96522134E+005	-4.86955354E+001
   1.52549077E+003	1.96521974E+005	-4.89360944E+001
   1.52549201E+003	1.96521815E+005	-4.92996729E+001
   1.52549325E+003	1.96521655E+005	-4.95883316E+001
   1.52549449E+003	1.96521495E+005	-4.96816490E+001
   1.52549573E+003	1.96521336E+005	-4.96400007E+001
   1.52549697E+003	1.96521176E+005	-4.96381523E+001
   1.52549821E+003	1.96521016E+005	-4.97790522E+001
   1.52549945E+003	1.96520857E+005	-5.00306749E+001
   1.52550069E+003	1.96520697E+005	-5.02987505E+001
   1.52550193E+003	1.96520537E+005	-5.04752781E+001
   1.52550317E+003	1.96520377E+005	-5.04486294E+001
   1.52550441E+003	1.96520218E+005	-5.01522725E+001
   1.52550565E+003	1.96520058E+005	-4.96501068E+001
   1.52550688E+003	1.96519898E+005	-4.91664467E+001
   1.52550812E+003	1.96519739E+005	-4.89363268E+001
   1.52550936E+003	1.96519579E+005	-4.89954232E+001
   1.52551060E+003	1.96519419E+005	-4.91717065E+001
   1.52551184E+003	1.96519260E+005	-4.92849214E+001
   1.52551308E+003	1.96519100E+005	-4.93036634E+001
   1.52551432E+003	1.96518940E+005	-4.93164107E+001
   1.52551556E+003	1.96518780E+005	-4.94173601E+001
   1.52551680E+003	1.96518621E+005	-4.96064533E+001
   1.52551804E+003	1.96518461E+005	-4.97743859E+001
   1.52551928E+003	1.96518301E+005	-4.98130980E+001
   1.52552052E+003	1.96518142E+005	-4.97181316E+001
   1.52552176E+003	1.96517982E+005	-4.95636327E+001
   1.52552300E+003	1.96517822E+005	-4.94367601E+001
   1.52552424E+003	1.96517663E+005	-4.93964332E+001
   1.52552548E+003	1.96517503E+005	-4.94593891E+001
   1.52552672E+003	1.96517343E+005	-4.96092982E+001
   1.52552796E+003	1.96517184E+005	-4.97939388E+001
   1.52552920E+003	1.96517024E+005	-4.99527042E+001
   1.52553044E+003	1.96516864E+005	-5.00874840E+001
   1.52553168E+003	1.96516704E+005	-5.02420380E+001
