Acquired on 3/17/2019 at 11:44:41
Device Descriptor:  [none]
Number of Scan Averages:  1
Time Domain Window Resolution Bandwidth (pm):  1.538331
Filter Resolution Bandwidth (pm):  9.680021
Convolved Resolution Bandwidth (pm):  9.801493

X Axis - Wavelength (nm)	X Axis - Frequency (GHz)	Insertion Loss (dB)
   1.52541020E+003	1.96532355E+005	-4.90271107E+001
   1.52541144E+003	1.96532195E+005	-4.90708376E+001
   1.52541268E+003	1.96532035E+005	-4.92188052E+001
   1.52541392E+003	1.96531876E+005	-4.94176131E+001
   1.52541515E+003	1.96531716E+005	-4.94895308E+001
   1.52541639E+003	1.96531556E+005	-4.94316006E+001
   1.52541763E+003	1.96531397E+005	-4.93948721E+001
   1.52541887E+003	1.96531237E+005	-4.93813772E+001
   1.52542011E+003	1.96531077E+005	-4.92365242E+001
   1.52542135E+003	1.96530918E+005	-4.89515241E+001
   1.52542259E+003	1.96530758E+005	-4.87287838E+001
   1.52542383E+003	1.96530598E+005	-4.86956132E+001
   1.52542507E+003	1.96530438E+005	-4.87531664E+001
   1.52542631E+003	1.96530279E+005	-4.87689093E+001
   1.52542755E+003	1.96530119E+005	-4.88020392E+001
   1.52542879E+003	1.96529959E+005	-4.90028330E+001
   1.52543003E+003	1.96529800E+005	-4.93508635E+001
   1.52543127E+003	1.96529640E+005	-4.96382500E+001
   1.52543251E+003	1.96529480E+005	-4.97241235E+001
   1.52543375E+003	1.96529321E+005	-4.96387699E+001
   1.52543499E+003	1.96529161E+005	-4.94143288E+001
   1.52543623E+003	1.96529001E+005	-4.90722731E+001
   1.52543747E+003	1.96528841E+005	-4.87735869E+001
   1.52543871E+003	1.96528682E+005	-4.87309157E+001
   1.52543995E+003	1.96528522E+005	-4.89518188E+001
   1.52544119E+003	1.96528362E+005	-4.91743622E+001
   1.52544242E+003	1.96528203E+005	-4.91083740E+001
   1.52544366E+003	1.96528043E+005	-4.87383103E+001
   1.52544490E+003	1.96527883E+005	-4.83050690E+001
   1.52544614E+003	1.96527724E+005	-4.80516251E+001
   1.52544738E+003	1.96527564E+005	-4.80927340E+001
   1.52544862E+003	1.96527404E+005	-4.84236359E+001
   1.52544986E+003	1.96527244E+005	-4.88998168E+001
   1.52545110E+003	1.96527085E+005	-4.92474276E+001
   1.52545234E+003	1.96526925E+005	-4.92914569E+001
   1.52545358E+003	1.96526765E+005	-4.91627464E+001
   1.52545482E+003	1.96526606E+005	-4.91055762E+001
   1.52545606E+003	1.96526446E+005	-4.91826901E+001
